-0.6	0.05876840483196736	0.05876840483196736	6.224416902347619	6.224416902347619	1.51212914488786	1.629463508701933	1.629463508701933	1.51212914488786
-0.5	0.04861935614806392	0.04861935614806392	6.234565951031522	6.234565951031522	1.522234333224121	1.619358320365673	1.619358320365673	1.522234333224121
-0.4	0.03859793618670147	0.03859793618670147	6.244587370992885	6.244587370992885	1.532227110142383	1.60936554344741	1.60936554344741	1.532227110142383
-0.3	0.02871551605672237	0.02871551605672237	6.254469791122863	6.254469791122863	1.542092642554493	1.5995000110353	1.5995000110353	1.542092642554493
-0.2	0.01898241500036519	0.01898241500036519	6.264202892179221	6.264202892179221	1.551817330857123	1.58977532273267	1.58977532273267	1.551817330857123
-0.09999999999999999	0.009407866068493403	0.009407866068493403	6.273777441111092	6.273777441111092	1.56138887703421	1.580203776555583	1.580203776555583	1.56138887703421
1e-16	0	0	-0	-0	1.570796326794897	1.570796326794897	1.570796326794897	1.570796326794897
0.09999999999999999	3.132358499672836	3.132358499672836	3.150826807506751	3.150826807506751	1.561562566549062	1.580030087040731	1.580030087040731	1.561562566549062
0.2	3.123304001985033	3.123304001985033	3.159881305194554	3.159881305194554	1.552510732969456	1.589081920620337	1.589081920620337	1.552510732969456
0.3	3.114434049138484	3.114434049138484	3.168751258041102	3.168751258041102	1.543647732761359	1.597944920828434	1.597944920828434	1.543647732761359
0.4	3.105752515491675	3.105752515491675	3.177432791687911	3.177432791687911	1.534979185153632	1.606613468436161	1.606613468436161	1.534979185153632
0.5	3.097262311725713	3.097262311725713	3.185922995453873	3.185922995453873	1.526509479379795	1.615083174209998	1.615083174209998	1.526509479379795
0.6	3.088965442704319	3.088965442704319	3.194219864475267	3.194219864475267	1.518241843685369	1.623350809904424	1.623350809904424	1.518241843685369
