K_int,T1,T2,T3,T4,P1,P2,P3,P4,CE,VV_CE,Max_LT,Max_VV_LT
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
{-0.6},1.5242929647139833,1.617299688901914,1.6172996888988809,1.5242929647114223,6.32973903421261,0.04655372703688332,6.236631580153517,6.236631580153639,-3.318635189466725,-3.318635189466722,6.598513402344963e-12,5.3454507968880155e-08
{-0.6},0.115237297483933,0.036255088172332056,0.05533845049045168,-0.10580909593197316,0.5343310243118551,4.865340898004822,1.4909536003457975,2.7611316753757307,-3.22392175594761,-3.318635189466722,0.04854330405403941,5.3454507968880155e-08
{-0.588},1.5252540756546011,1.616338577935192,1.6163385779351918,1.5252540756546011,0.04558955426507893,0.04558955426507894,6.237595752914507,6.237595752914507,-3.3138837124104543,-3.3138837124104525,8.213915658750182e-16,1.7407005751309684e-08
{-0.6},1.5242929647009793,1.6172996888887263,1.6172996888887405,1.5242929647009893,6.329739034209744,6.32973903420973,6.236631580149379,6.236631580149381,-3.3186351894667223,-3.318635189466722,2.1639374320203686e-14,5.3454507968880155e-08
